date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:01:09	378/378	---MC-	302	error ('Found')	text/html	date:Sat,%2004%20Mar%202023%2016:31:09%20GMT	https://www.classcentral.com/new-online-courses	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/new-online-courses.45.delayed	(from https://www.classcentral.com/)
22:01:11	486/486	---MC-	302	error ('Found')	text/html	date:Sat,%2004%20Mar%202023%2016:31:10%20GMT	https://www.classcentral.com/most-popular-courses	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/most-popular-courses	(from https://www.classcentral.com/)
22:01:14	140734/140734	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:08:46%20GMT	https://www.classcentral.com/report/most-popular-march-2023/	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/report/most-popular-march-2023/index.html	(from https://www.classcentral.com/)
22:01:16	836458/836458	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:31:02%20GMT	https://www.classcentral.com/starting-this-month	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/starting-this-month.html	(from https://www.classcentral.com/)
22:01:16	96645/96645	---M--	200	added ('OK')	image/png	date:Fri,%2003%20Mar%202023%2022:35:04%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollection-coursera-free-courses.png?auto=format&h=420&ixlib=php-3.3.1&s=9044610de77ddba19697f770dd2531c7	D:/cloneeeeeee/temp%20httrac/new%20proj/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collection-coursera-free-courses08e8.png	(from https://www.classcentral.com/)
22:01:22	841452/841452	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:31:15%20GMT	https://www.classcentral.com/subject/ai	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/ai.html	(from https://www.classcentral.com/)
22:01:23	828856/828856	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:31:17%20GMT	https://www.classcentral.com/subject/algorithms-and-data-structures	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/algorithms-and-data-structures.html	(from https://www.classcentral.com/)
22:01:26	769527/769527	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:31:10%20GMT	https://www.classcentral.com/new-online-courses/february-2023	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/new-online-courses/february-2023.html	(from https://www.classcentral.com/)
22:01:27	772970/772970	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:31:23%20GMT	https://www.classcentral.com/subject/internet-of-things	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/internet-of-things.html	(from https://www.classcentral.com/)
22:01:28	789965/789965	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:31:25%20GMT	https://www.classcentral.com/subject/information-technology	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/information-technology.html	(from https://www.classcentral.com/)
22:01:33	769318/769318	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:31:27%20GMT	https://www.classcentral.com/subject/computer-networking	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/computer-networking.html	(from https://www.classcentral.com/)
22:01:34	841674/841674	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:31:28%20GMT	https://www.classcentral.com/subject/machine-learning	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/machine-learning.html	(from https://www.classcentral.com/)
22:01:35	771149/771149	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:31:30%20GMT	https://www.classcentral.com/subject/devops	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/devops.html	(from https://www.classcentral.com/)
22:01:41	832341/832341	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:31:34%20GMT	https://www.classcentral.com/subject/deep-learning	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/deep-learning.html	(from https://www.classcentral.com/)
22:01:42	770232/770232	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:31:36%20GMT	https://www.classcentral.com/subject/cryptography	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/cryptography.html	(from https://www.classcentral.com/)
22:01:43	751425/751425	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:31:40%20GMT	https://www.classcentral.com/subject/quantum-computing	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/quantum-computing.html	(from https://www.classcentral.com/)
22:01:47	745611/745611	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:31:44%20GMT	https://www.classcentral.com/subject/hci	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/hci.html	(from https://www.classcentral.com/)
22:01:51	757553/757553	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:31:47%20GMT	https://www.classcentral.com/subject/blockchain	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/blockchain.html	(from https://www.classcentral.com/)
22:01:54	742410/742410	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:31:45%20GMT	https://www.classcentral.com/subject/distributed-systems	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/distributed-systems.html	(from https://www.classcentral.com/)
22:01:55	742249/742249	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:31:48%20GMT	https://www.classcentral.com/subject/operating-systems	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/operating-systems.html	(from https://www.classcentral.com/)
22:01:56	718330/718330	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:31:53%20GMT	https://www.classcentral.com/subject/computer-graphics	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/computer-graphics.html	(from https://www.classcentral.com/)
22:01:58	819271/819271	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:31:55%20GMT	https://www.classcentral.com/subject/nutrition-and-wellness	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/nutrition-and-wellness.html	(from https://www.classcentral.com/)
22:02:00	827541/827541	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:31:57%20GMT	https://www.classcentral.com/subject/disease-and-disorders	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/disease-and-disorders.html	(from https://www.classcentral.com/)
22:02:03	772131/772131	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:31:59%20GMT	https://www.classcentral.com/subject/public-health	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/public-health.html	(from https://www.classcentral.com/)
22:02:03	7750/7750	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Sat,%2004%20Mar%202023%2016:32:03%20GMT	https://www.classcentral.com/subject/nursing	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/nursing	(from https://www.classcentral.com/)
22:02:05	790803/790803	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:32:01%20GMT	https://www.classcentral.com/subject/health-care	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/health-care.html	(from https://www.classcentral.com/)
22:02:07	751672/751672	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:32:04%20GMT	https://www.classcentral.com/subject/anatomy	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/anatomy.html	(from https://www.classcentral.com/)
22:02:08	741828/741828	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:32:06%20GMT	https://www.classcentral.com/subject/veterinary-science	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/veterinary-science.html	(from https://www.classcentral.com/)
22:02:11	713447/713447	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:32:08%20GMT	https://www.classcentral.com/subject/cme	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/cme.html	(from https://www.classcentral.com/)
22:02:13	791527/791527	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:32:10%20GMT	https://www.classcentral.com/subject/statistics	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/statistics.html	(from https://www.classcentral.com/)
22:02:15	753712/753712	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:32:13%20GMT	https://www.classcentral.com/subject/foundations-of-mathematics	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/foundations-of-mathematics.html	(from https://www.classcentral.com/)
22:02:21	761376/761376	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:32:14%20GMT	https://www.classcentral.com/subject/calculus	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/calculus.html	(from https://www.classcentral.com/)
22:02:23	744418/744418	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:32:17%20GMT	https://www.classcentral.com/subject/discrete-mathematics	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/discrete-mathematics.html	(from https://www.classcentral.com/)
22:02:24	756673/756673	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:32:20%20GMT	https://www.classcentral.com/subject/trigonometry	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/trigonometry.html	(from https://www.classcentral.com/)
22:02:27	750689/750689	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:32:24%20GMT	https://www.classcentral.com/subject/geometry	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/geometry.html	(from https://www.classcentral.com/)
22:02:32	763437/763437	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:32:26%20GMT	https://www.classcentral.com/subject/algebra	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/algebra.html	(from https://www.classcentral.com/)
22:02:37	745141/745141	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:32:28%20GMT	https://www.classcentral.com/subject/precalculus	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/precalculus.html	(from https://www.classcentral.com/)
22:02:41	720557/720557	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:32:33%20GMT	https://www.classcentral.com/subject/number-theory	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/number-theory.html	(from https://www.classcentral.com/)
22:02:43	728469/728469	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:32:39%20GMT	https://www.classcentral.com/subject/combinatorics	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/combinatorics.html	(from https://www.classcentral.com/)
22:02:50	728886/728886	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:32:42%20GMT	https://www.classcentral.com/subject/mathematical-logic	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/mathematical-logic.html	(from https://www.classcentral.com/)
22:02:55	648998/648998	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:32:44%20GMT	https://www.classcentral.com/subject/linear-programming	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/linear-programming.html	(from https://www.classcentral.com/)
22:03:00	795069/795069	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:32:53%20GMT	https://www.classcentral.com/subject/management-and-leadership	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/management-and-leadership.html	(from https://www.classcentral.com/)
22:03:05	803681/803681	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:32:54%20GMT	https://www.classcentral.com/subject/finance	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/finance.html	(from https://www.classcentral.com/)
22:03:10	787155/787155	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:32:59%20GMT	https://www.classcentral.com/subject/entrepreneurship	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/entrepreneurship.html	(from https://www.classcentral.com/)
22:03:10	808550/808550	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:33:07%20GMT	https://www.classcentral.com/subject/strategic-management	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/strategic-management.html	(from https://www.classcentral.com/)
22:03:11	808828/808828	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:33:04%20GMT	https://www.classcentral.com/subject/marketing	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/marketing.html	(from https://www.classcentral.com/)
22:03:13	767403/767403	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:33:12%20GMT	https://www.classcentral.com/subject/industry-specific	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/industry-specific.html	(from https://www.classcentral.com/)
22:03:18	780165/780165	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:33:15%20GMT	https://www.classcentral.com/subject/accounting	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/accounting.html	(from https://www.classcentral.com/)
22:03:19	776508/776508	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:33:13%20GMT	https://www.classcentral.com/subject/business-intelligence	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/business-intelligence.html	(from https://www.classcentral.com/)
22:03:20	760726/760726	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:33:16%20GMT	https://www.classcentral.com/subject/human-resources	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/human-resources.html	(from https://www.classcentral.com/)
22:03:23	7828/7828	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Sat,%2004%20Mar%202023%2016:33:22%20GMT	https://www.classcentral.com/subject/design-thinking	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/design-thinking	(from https://www.classcentral.com/)
22:03:26	775733/775733	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:33:24%20GMT	https://www.classcentral.com/subject/business-software	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/business-software.html	(from https://www.classcentral.com/)
22:03:27	762905/762905	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:33:21%20GMT	https://www.classcentral.com/subject/sales	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/sales.html	(from https://www.classcentral.com/)
22:03:29	779812/779812	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:33:20%20GMT	https://www.classcentral.com/subject/project-management	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/project-management.html	(from https://www.classcentral.com/)
22:03:30	760836/760836	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:33:27%20GMT	https://www.classcentral.com/subject/risk-management	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/risk-management.html	(from https://www.classcentral.com/)
22:03:34	743756/743756	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:33:28%20GMT	https://www.classcentral.com/subject/csr	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/csr.html	(from https://www.classcentral.com/)
22:03:36	751190/751190	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:33:32%20GMT	https://www.classcentral.com/subject/nonprofit	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/nonprofit.html	(from https://www.classcentral.com/)
22:03:37	757887/757887	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:33:33%20GMT	https://www.classcentral.com/subject/innovation	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/innovation.html	(from https://www.classcentral.com/)
22:03:38	736723/736723	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:33:30%20GMT	https://www.classcentral.com/subject/customer-service	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/customer-service.html	(from https://www.classcentral.com/)
22:03:49	783601/783601	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:33:45%20GMT	https://www.classcentral.com/subject/literature	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/literature.html	(from https://www.classcentral.com/)
22:03:50	788229/788229	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:33:39%20GMT	https://www.classcentral.com/subject/history	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/history.html	(from https://www.classcentral.com/)
22:03:52	816046/816046	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:33:50%20GMT	https://www.classcentral.com/subject/language-learning	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/language-learning.html	(from https://www.classcentral.com/)
22:03:54	746474/746474	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:33:37%20GMT	https://www.classcentral.com/subject/operations-management	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/operations-management.html	(from https://www.classcentral.com/)
22:03:55	828559/828559	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:33:51%20GMT	https://www.classcentral.com/subject/grammar-writing	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/grammar-writing.html	(from https://www.classcentral.com/)
22:03:56	797367/797367	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:33:54%20GMT	https://www.classcentral.com/subject/philosophy	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/philosophy.html	(from https://www.classcentral.com/)
22:04:01	761676/761676	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:33:56%20GMT	https://www.classcentral.com/subject/religion	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/religion.html	(from https://www.classcentral.com/)
22:04:02	789243/789243	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:33:59%20GMT	https://www.classcentral.com/subject/esl	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/esl.html	(from https://www.classcentral.com/)
22:04:06	767755/767755	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:34:03%20GMT	https://www.classcentral.com/subject/culture	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/culture.html	(from https://www.classcentral.com/)
22:04:07	760596/760596	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:34:06%20GMT	https://www.classcentral.com/subject/sports	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/sports.html	(from https://www.classcentral.com/)
22:04:07	7768/7768	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Sat,%2004%20Mar%202023%2016:34:07%20GMT	https://www.classcentral.com/subject/ethics	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/ethics	(from https://www.classcentral.com/)
22:04:09	754390/754390	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:34:07%20GMT	https://www.classcentral.com/subject/journalism	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/journalism.html	(from https://www.classcentral.com/)
22:04:09	7736/7736	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Sat,%2004%20Mar%202023%2016:34:09%20GMT	https://www.classcentral.com/subject/food	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/food	(from https://www.classcentral.com/)
22:04:10	757495/757495	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:34:08%20GMT	https://www.classcentral.com/subject/linguistics	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/linguistics.html	(from https://www.classcentral.com/)
22:04:13	740961/740961	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:34:11%20GMT	https://www.classcentral.com/subject/library-science	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/library-science.html	(from https://www.classcentral.com/)
22:04:14	7834/7834	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Sat,%2004%20Mar%202023%2016:34:13%20GMT	https://www.classcentral.com/subject/crisis-management	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/crisis-management	(from https://www.classcentral.com/)
22:04:16	756411/756411	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:34:12%20GMT	https://www.classcentral.com/subject/reading	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/reading.html	(from https://www.classcentral.com/)
22:04:20	783647/783647	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:34:17%20GMT	https://www.classcentral.com/subject/electrical-engineering	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/electrical-engineering.html	(from https://www.classcentral.com/)
22:04:20	774308/774308	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:34:18%20GMT	https://www.classcentral.com/subject/mechanical-engineering	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/mechanical-engineering.html	(from https://www.classcentral.com/)
22:04:24	775681/775681	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:34:22%20GMT	https://www.classcentral.com/subject/civil-engineering	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/civil-engineering.html	(from https://www.classcentral.com/)
22:04:25	760759/760759	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:34:23%20GMT	https://www.classcentral.com/subject/robotics	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/robotics.html	(from https://www.classcentral.com/)
22:04:25	7821/7821	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Sat,%2004%20Mar%202023%2016:34:24%20GMT	https://www.classcentral.com/subject/nanotechnology	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/nanotechnology	(from https://www.classcentral.com/)
22:04:28	752852/752852	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:34:26%20GMT	https://www.classcentral.com/subject/gis	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/gis.html	(from https://www.classcentral.com/)
22:04:30	751201/751201	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:34:27%20GMT	https://www.classcentral.com/subject/textiles	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/textiles.html	(from https://www.classcentral.com/)
22:04:30	7818/7818	---MC-	429	error ('Too%20Many%20Requests')	text/html	date:Sat,%2004%20Mar%202023%2016:34:28%20GMT	https://www.classcentral.com/subject/manufacturing	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/manufacturing	(from https://www.classcentral.com/)
22:04:33	748106/748106	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:34:31%20GMT	https://www.classcentral.com/subject/bim	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/bim.html	(from https://www.classcentral.com/)
22:04:35	765590/765590	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:34:33%20GMT	https://www.classcentral.com/subject/cad	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/cad.html	(from https://www.classcentral.com/)
22:04:36	746373/746373	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:34:35%20GMT	https://www.classcentral.com/subject/chemical-engineering	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/chemical-engineering.html	(from https://www.classcentral.com/)
22:04:38	760755/760755	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:34:36%20GMT	https://www.classcentral.com/subject/energy-systems	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/energy-systems.html	(from https://www.classcentral.com/)
22:04:40	743761/743761	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:34:38%20GMT	https://www.classcentral.com/subject/aerospace-engineering	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/aerospace-engineering.html	(from https://www.classcentral.com/)
22:04:42	774977/774977	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:34:40%20GMT	https://www.classcentral.com/subject/chemistry	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/chemistry.html	(from https://www.classcentral.com/)
22:04:44	781408/781408	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:34:42%20GMT	https://www.classcentral.com/subject/physics	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/physics.html	(from https://www.classcentral.com/)
22:04:45	784578/784578	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:34:43%20GMT	https://www.classcentral.com/subject/environmental-science	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/environmental-science.html	(from https://www.classcentral.com/)
22:04:46	768981/768981	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:34:45%20GMT	https://www.classcentral.com/subject/astronomy	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/astronomy.html	(from https://www.classcentral.com/)
22:04:48	832139/832139	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:34:46%20GMT	https://www.classcentral.com/subject/biology	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/biology.html	(from https://www.classcentral.com/)
22:04:52	771955/771955	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:34:49%20GMT	https://www.classcentral.com/subject/agriculture	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/agriculture.html	(from https://www.classcentral.com/)
22:04:55	756473/756473	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:34:52%20GMT	https://www.classcentral.com/subject/materials-science	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/materials-science.html	(from https://www.classcentral.com/)
22:04:56	756274/756274	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2016:34:53%20GMT	https://www.classcentral.com/subject/earth-science	D:/cloneeeeeee/temp%20httrac/new%20proj/www.classcentral.com/subject/earth-science.html	(from https://www.classcentral.com/)
